src_ip,dst_ip,query_name,transaction_id,rcode,ttl,packet_size,time_taken,query_length,response_length,src_port,dst_port,query_type,anomaly_label,entropy,response_code_category,query_volume,geo_region,response_code_ratio
8.8.4.4,8.8.4.4,subdomain.google.com,0,NXDOMAIN,114,115,0.15164275960997153,20,115,53,53,A,Normal,1,Error,0,US,2.844767150726089
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,118,139,-0.012962317591359296,19,139,53,53,MX,Normal,1,Error,0,US,2.8452679018527793
8.8.4.4,8.8.4.4,my.site.info,0,NXDOMAIN,114,108,0.09588486335736483,12,108,53,53,TXT,Normal,1,Error,0,US,2.8457686529794692
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,58,108,0.04095066415665749,20,108,53,53,A,Normal,1,Error,0,Global,2.846269404106159
8.8.8.8,8.8.8.8,rare.tld,28861,REFUSED,1,24,2.9971434248233715,91,24,53,53,A,Anomalous,4,Error,0,US,2.8467701552328495
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,112,105,0.16381008245077236,16,105,53,53,TXT,Normal,1,Error,0,US,2.8467701552328495
1.1.1.1,1.1.1.1,my.site.info,58247,REFUSED,1,37,3.223859638845311,175,37,53,53,AAAA,Anomalous,5,Error,0,Global,2.8472709063595394
1.1.1.1,1.1.1.1,nonexistent.example,0,NXDOMAIN,60,146,0.005435759760771486,19,146,53,53,MX,Normal,1,Error,0,Global,2.8472709063595394
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,55,106,0.15923778808954345,16,106,53,53,A,Normal,1,Error,0,Global,2.8477716574862293
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,99,133,0.01600382342090318,8,133,53,53,MX,Normal,1,Error,0,US,2.848272408612919
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,59,107,-0.023288516262650716,12,107,53,53,TXT,Normal,1,Error,0,Global,2.8487731597396095
1.1.1.1,1.1.1.1,test.example.org,1559,REFUSED,50000,274,4.141744802605874,245,274,53,53,MX,Anomalous,3,Error,0,Global,2.8492739108662994
1.1.1.1,1.1.1.1,my.site.info,32584,NXDOMAIN,1,276,2.893454950775609,60,276,53,53,AAAA,Anomalous,5,Error,0,Global,2.8492739108662994
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,58,138,0.1446757516434651,8,138,53,53,MX,Normal,1,Error,0,Global,2.8497746619929893
8.8.4.4,8.8.4.4,rare.tld,65365,SERVFAIL,1,265,3.7328856367981196,169,265,53,53,MX,Anomalous,3,Error,0,US,2.8502754131196797
8.8.8.8,8.8.8.8,example.com,0,No Error,101,70,-0.00883777349917092,11,70,53,53,A,Normal,1,No Error,0,US,2.8507761642463696
8.8.8.8,8.8.8.8,nonexistent.example,0,NXDOMAIN,101,146,0.07536914267277597,19,146,53,53,MX,Normal,1,Error,0,US,2.849349349349349
8.8.4.4,8.8.4.4,google.com,324,SERVFAIL,50000,352,3.650401425594537,133,352,53,53,MX,Anomalous,3,Error,0,US,2.84984984984985
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,100,113,0.06618810587752519,12,113,53,53,A,Normal,1,Error,0,US,2.8503503503503502
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,117,115,0.031792435398589156,16,115,53,53,AAAA,Normal,1,Error,0,US,2.850850850850851
8.8.8.8,8.8.8.8,nonexistent.example,0,NXDOMAIN,101,143,0.02410628497687599,19,143,53,53,AAAA,Normal,1,Error,0,US,2.8513513513513513
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,108,133,0.09252415746985143,8,133,53,53,MX,Normal,1,Error,0,US,2.8518518518518516
8.8.4.4,8.8.4.4,subdomain.google.com,26288,NXDOMAIN,1,183,3.330256478447991,93,183,53,53,TXT,Anomalous,3,Error,0,US,2.8523523523523524
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,111,107,0.027614145609363483,16,107,53,53,A,Normal,1,Error,0,US,2.8528528528528527
8.8.8.8,8.8.8.8,nonexistent.example,54769,SERVFAIL,1,8,4.496223741085511,189,8,53,53,MX,Anomalous,5,Error,0,US,2.8533533533533535
1.1.1.1,1.1.1.1,google.com,6259,SERVFAIL,50000,313,4.66818700161347,248,313,53,53,MX,Anomalous,4,Error,0,Global,2.853853853853854
1.1.1.1,1.1.1.1,nonexistent.example,28513,SERVFAIL,1,363,3.723070622886027,187,363,53,53,A,Anomalous,5,Error,0,Global,2.854354354354354
8.8.4.4,8.8.4.4,rare.tld,65056,REFUSED,1,119,2.034413255477436,118,119,53,53,AAAA,Anomalous,3,Error,0,US,2.854854854854855
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,59,111,0.08485501134766267,20,111,53,53,MX,Normal,1,Error,0,Global,2.854854854854855
8.8.8.8,8.8.8.8,rare.tld,27405,REFUSED,1,183,4.680839936724575,223,183,53,53,AAAA,Anomalous,5,Error,0,US,2.8553553553553552
1.1.1.1,1.1.1.1,openai.com,0,No Error,58,80,0.0025734837307218594,10,80,53,53,AAAA,Normal,1,No Error,0,Global,2.8553553553553552
8.8.8.8,8.8.8.8,example.com,0,No Error,104,74,0.10244563609059082,11,74,53,53,A,Normal,1,No Error,0,US,2.853926963481741
8.8.4.4,8.8.4.4,rare.tld,4205,SERVFAIL,50000,113,3.0599702096857655,23,113,53,53,A,Anomalous,4,Error,0,US,2.8525
8.8.4.4,8.8.4.4,test.example.org,33134,SERVFAIL,1,107,3.058256645258859,55,107,53,53,AAAA,Anomalous,3,Error,0,US,2.853
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,119,138,0.09380934845586371,8,138,53,53,A,Normal,1,Error,0,US,2.8535
8.8.4.4,8.8.4.4,rare.tld,7116,NXDOMAIN,1,477,4.017092770141366,135,477,53,53,TXT,Anomalous,3,Error,0,US,2.854
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,101,109,0.046332910567307706,12,109,53,53,MX,Normal,1,Error,0,US,2.8545
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,114,108,0.17211182551911036,16,108,53,53,MX,Normal,1,Error,0,US,2.855
1.1.1.1,1.1.1.1,rare.tld,24664,SERVFAIL,1,230,2.90652650285578,161,230,53,53,MX,Anomalous,3,Error,0,Global,2.8555
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,107,119,0.10774566324430535,16,119,53,53,A,Normal,1,Error,0,US,2.856
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,56,116,-0.017370994826423236,12,116,53,53,TXT,Normal,1,Error,0,Global,2.8565
8.8.8.8,8.8.8.8,example.com,0,No Error,101,66,0.030749951722601726,11,66,53,53,TXT,Normal,1,No Error,0,US,2.857
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,54,103,0.03445871967107683,12,103,53,53,AAAA,Normal,1,Error,0,Global,2.8555722138930535
8.8.4.4,8.8.4.4,openai.com,0,No Error,111,97,0.042157989423411535,10,97,53,53,TXT,Normal,1,No Error,0,US,2.856071964017991
1.1.1.1,1.1.1.1,subdomain.google.com,51024,REFUSED,50000,40,4.403574998964654,129,40,53,53,TXT,Anomalous,5,Error,0,Global,2.8546453546453545
8.8.8.8,8.8.8.8,my.site.info,12715,REFUSED,50000,480,2.1147521531558544,91,480,53,53,TXT,Anomalous,4,Error,0,US,2.8546453546453545
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,55,121,-0.008854698005785158,8,121,53,53,AAAA,Normal,1,Error,0,Global,2.8546453546453545
8.8.8.8,8.8.8.8,nonexistent.example,62657,NXDOMAIN,50000,491,2.833312327601241,190,491,53,53,A,Anomalous,4,Error,0,US,2.855144855144855
8.8.8.8,8.8.8.8,example.com,24212,REFUSED,50000,152,2.0411614160156626,38,152,53,53,TXT,Anomalous,3,Error,0,US,2.8556443556443556
8.8.8.8,8.8.8.8,openai.com,0,No Error,100,86,0.13872638247810723,10,86,53,53,AAAA,Normal,1,No Error,0,US,2.8556443556443556
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,53,127,0.0886737111669865,8,127,53,53,AAAA,Normal,1,Error,0,Global,2.854218671992012
8.8.8.8,8.8.8.8,subdomain.google.com,11646,REFUSED,1,132,4.664293541892816,240,132,53,53,TXT,Anomalous,3,Error,0,US,2.854717923115327
8.8.4.4,8.8.4.4,test.example.org,46481,REFUSED,50000,252,4.415631442124256,131,252,53,53,AAAA,Anomalous,4,Error,0,US,2.854717923115327
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,58,114,0.05543285878556428,16,114,53,53,A,Normal,1,Error,0,Global,2.854717923115327
8.8.4.4,8.8.4.4,rare.tld,10498,SERVFAIL,50000,375,3.926913530725569,82,375,53,53,AAAA,Anomalous,5,Error,0,US,2.855217174238642
1.1.1.1,1.1.1.1,nonexistent.example,57511,NXDOMAIN,50000,86,4.480475079991984,32,86,53,53,TXT,Anomalous,3,Error,0,Global,2.855716425361957
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,52,109,-0.016327759092919197,16,109,53,53,TXT,Normal,1,Error,0,Global,2.856215676485272
8.8.4.4,8.8.4.4,google.com,0,No Error,114,72,0.13742114095773525,10,72,53,53,MX,Normal,1,No Error,0,US,2.856714927608587
8.8.4.4,8.8.4.4,my.site.info,0,NXDOMAIN,111,107,-0.0029777655448542384,12,107,53,53,MX,Normal,1,Error,0,US,2.8552894211576847
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,51,117,0.08815746976559577,12,117,53,53,MX,Normal,1,Error,0,Global,2.8557884231536925
8.8.4.4,8.8.4.4,example.com,0,No Error,113,71,0.13492823269146617,11,71,53,53,AAAA,Normal,1,No Error,0,US,2.856287425149701
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,99,125,0.10374682029908183,16,125,53,53,A,Normal,1,Error,0,US,2.8548628428927683
1.1.1.1,1.1.1.1,example.com,0,No Error,50,68,-0.018796711876705244,11,68,53,53,MX,Normal,1,No Error,0,Global,2.855361596009975
1.1.1.1,1.1.1.1,test.example.org,3564,SERVFAIL,50000,123,3.2686029938444197,17,123,53,53,AAAA,Anomalous,4,Error,0,Global,2.853938185443669
8.8.8.8,8.8.8.8,test.example.org,57424,REFUSED,1,115,2.993038347183529,98,115,53,53,AAAA,Anomalous,4,Error,0,US,2.854436689930209
8.8.4.4,8.8.4.4,subdomain.google.com,39922,REFUSED,1,301,4.271392812327871,52,301,53,53,MX,Anomalous,3,Error,0,US,2.854436689930209
8.8.8.8,8.8.8.8,example.com,0,No Error,115,75,0.08608393230144093,11,75,53,53,A,Normal,1,No Error,0,US,2.854436689930209
8.8.4.4,8.8.4.4,nonexistent.example,39179,REFUSED,50000,506,2.981923742160058,79,506,53,53,TXT,Anomalous,4,Error,0,US,2.8530144494270053
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,106,114,0.07604197070666316,12,114,53,53,TXT,Normal,1,Error,0,US,2.8530144494270053
8.8.4.4,8.8.4.4,test.example.org,25850,NXDOMAIN,1,237,4.7854654251226485,56,237,53,53,MX,Anomalous,4,Error,0,US,2.8535127055306426
1.1.1.1,1.1.1.1,my.site.info,55613,REFUSED,50000,53,2.808935478536111,141,53,53,53,A,Anomalous,4,Error,0,Global,2.85401096163428
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,117,119,0.17196179482258664,16,119,53,53,A,Normal,1,Error,0,US,2.85401096163428
8.8.4.4,8.8.4.4,example.com,42457,SERVFAIL,50000,119,3.638479413058657,101,119,53,53,AAAA,Anomalous,4,Error,0,US,2.854509217737917
8.8.4.4,8.8.4.4,example.com,57902,NXDOMAIN,50000,195,2.154687837106369,56,195,53,53,TXT,Anomalous,5,Error,0,US,2.8550074738415545
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,50,123,0.0874750118743888,16,123,53,53,AAAA,Normal,1,Error,0,Global,2.855505729945192
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,112,98,0.16429344533996232,12,98,53,53,TXT,Normal,1,Error,0,US,2.856003986048829
8.8.4.4,8.8.4.4,example.com,65160,SERVFAIL,1,327,4.941053246863772,152,327,53,53,MX,Anomalous,4,Error,0,US,2.8565022421524664
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,54,112,0.0017434875323027732,12,112,53,53,A,Normal,1,Error,0,Global,2.8570004982561037
8.8.8.8,8.8.8.8,example.com,0,No Error,108,83,-0.01390695019688995,11,83,53,53,TXT,Normal,1,No Error,0,US,2.857498754359741
8.8.8.8,8.8.8.8,openai.com,25874,NXDOMAIN,50000,469,2.936906543269747,24,469,53,53,A,Anomalous,5,Error,0,US,2.856075697211155
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,101,107,0.11978158712380335,12,107,53,53,TXT,Normal,1,Error,0,US,2.856573705179283
8.8.8.8,8.8.8.8,google.com,0,No Error,116,81,0.1683156265233112,10,81,53,53,AAAA,Normal,1,No Error,0,US,2.8570717131474104
8.8.8.8,8.8.8.8,test.example.org,45629,NXDOMAIN,50000,299,4.11159857367877,145,299,53,53,MX,Anomalous,5,Error,0,US,2.8556495769039323
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,51,130,0.0003436708102775507,8,130,53,53,A,Normal,1,Error,0,Global,2.856147336983574
8.8.8.8,8.8.8.8,google.com,0,No Error,100,74,0.06998000983670152,10,74,53,53,AAAA,Normal,1,No Error,0,US,2.8566450970632156
8.8.4.4,8.8.4.4,google.com,0,No Error,112,75,0.007084855629976627,10,75,53,53,MX,Normal,1,No Error,0,US,2.855223880597015
1.1.1.1,1.1.1.1,test.example.org,50284,NXDOMAIN,50000,25,3.8226455749351804,209,25,53,53,MX,Anomalous,5,Error,0,Global,2.8538040775733466
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,99,106,0.14022962620624127,16,106,53,53,A,Normal,1,Error,0,US,2.854301342615614
1.1.1.1,1.1.1.1,test.example.org,42413,SERVFAIL,50000,109,2.9863810831011626,66,109,53,53,A,Anomalous,4,Error,0,Global,2.8547986076578815
8.8.8.8,8.8.8.8,google.com,0,No Error,108,63,0.16656456902114317,10,63,53,53,TXT,Normal,1,No Error,0,US,2.8552958727001494
8.8.4.4,8.8.4.4,my.site.info,0,NXDOMAIN,120,112,0.05888126619083296,12,112,53,53,AAAA,Normal,1,Error,0,US,2.853876739562624
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,50,121,0.044965190051029794,16,121,53,53,MX,Normal,1,Error,0,Global,2.8543737574552686
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,116,134,0.13116328756804024,19,134,53,53,TXT,Normal,1,Error,0,US,2.8548707753479126
1.1.1.1,1.1.1.1,example.com,43578,SERVFAIL,50000,155,2.0092351868113663,50,155,53,53,MX,Anomalous,5,Error,0,Global,2.8553677932405566
8.8.4.4,8.8.4.4,rare.tld,44578,NXDOMAIN,50000,60,3.0895585269456474,126,60,53,53,MX,Anomalous,4,Error,0,US,2.855864811133201
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,112,124,0.09731947979970076,8,124,53,53,A,Normal,1,Error,0,US,2.856361829025845
8.8.8.8,8.8.8.8,google.com,0,No Error,107,81,0.028479397559221527,10,81,53,53,A,Normal,1,No Error,0,US,2.856858846918489
8.8.8.8,8.8.8.8,rare.tld,31264,NXDOMAIN,50000,269,2.9386110280132716,47,269,53,53,MX,Anomalous,5,Error,0,US,2.855439642324888
1.1.1.1,1.1.1.1,google.com,15234,REFUSED,1,57,2.1587741560337452,254,57,53,53,AAAA,Anomalous,5,Error,0,Global,2.8559364133134624
8.8.4.4,8.8.4.4,nonexistent.example,3872,NXDOMAIN,50000,338,3.450611435974829,140,338,53,53,TXT,Anomalous,4,Error,0,US,2.8559364133134624
8.8.8.8,8.8.8.8,google.com,0,No Error,117,68,0.0361024512661467,10,68,53,53,A,Normal,1,No Error,0,US,2.8564331843020367
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,120,131,0.08206692464384255,19,131,53,53,A,Normal,1,Error,0,US,2.855014895729891
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,116,135,0.16011634824664955,8,135,53,53,AAAA,Normal,1,Error,0,US,2.855511420059583
1.1.1.1,1.1.1.1,example.com,0,No Error,51,68,0.08774237947197905,11,68,53,53,TXT,Normal,1,No Error,0,Global,2.856007944389275
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,55,124,0.1246117883762789,16,124,53,53,A,Normal,1,Error,0,Global,2.854590570719603
1.1.1.1,1.1.1.1,openai.com,0,No Error,53,89,0.029221486116498926,10,89,53,53,MX,Normal,1,No Error,0,Global,2.855086848635236
8.8.4.4,8.8.4.4,example.com,0,No Error,119,69,0.146276348529037,11,69,53,53,MX,Normal,1,No Error,0,US,2.853670634920635
8.8.4.4,8.8.4.4,subdomain.google.com,0,NXDOMAIN,113,114,0.07435434396015843,20,114,53,53,A,Normal,1,Error,0,US,2.852255825483391
8.8.8.8,8.8.8.8,test.example.org,4863,NXDOMAIN,50000,141,3.4756971984998035,249,141,53,53,TXT,Anomalous,4,Error,0,US,2.852751611303917
8.8.4.4,8.8.4.4,subdomain.google.com,37846,NXDOMAIN,50000,473,3.1791505671573965,176,473,53,53,A,Anomalous,5,Error,0,US,2.8532473971244423
8.8.4.4,8.8.4.4,my.site.info,6729,SERVFAIL,1,31,3.5534215599400687,254,31,53,53,A,Anomalous,4,Error,0,US,2.8537431829449678
1.1.1.1,1.1.1.1,test.example.org,36265,NXDOMAIN,1,496,4.654971874303982,21,496,53,53,MX,Anomalous,4,Error,0,Global,2.854238968765493
8.8.8.8,8.8.8.8,subdomain.google.com,4952,SERVFAIL,1,403,3.6808056939643214,99,403,53,53,MX,Anomalous,4,Error,0,US,2.8547347545860187
8.8.8.8,8.8.8.8,subdomain.google.com,49601,NXDOMAIN,1,25,2.2890861642127356,212,25,53,53,MX,Anomalous,5,Error,0,US,2.8552305404065446
1.1.1.1,1.1.1.1,test.example.org,37572,REFUSED,50000,33,4.482395435407954,8,33,53,53,A,Anomalous,4,Error,0,Global,2.85572632622707
8.8.8.8,8.8.8.8,example.com,17555,SERVFAIL,1,89,2.279527034676655,172,89,53,53,AAAA,Anomalous,3,Error,0,US,2.85572632622707
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,50,106,0.00478054196859172,16,106,53,53,A,Normal,1,Error,0,Global,2.8562221120475955
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,108,121,0.03596129473123941,16,121,53,53,MX,Normal,1,Error,0,US,2.856717897868121
8.8.8.8,8.8.8.8,rare.tld,52362,REFUSED,50000,88,3.7337244620815304,14,88,53,53,MX,Anomalous,4,Error,0,US,2.8572136836886464
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,52,108,0.14169859807610316,20,108,53,53,A,Normal,1,Error,0,Global,2.8572136836886464
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,113,127,0.1616915349895435,8,127,53,53,A,Normal,1,Error,0,US,2.857709469509172
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,106,106,0.16668933218384538,16,106,53,53,MX,Normal,1,Error,0,US,2.8582052553296977
8.8.8.8,8.8.8.8,google.com,0,No Error,112,80,0.08283456435126273,10,80,53,53,TXT,Normal,1,No Error,0,US,2.858701041150223
8.8.8.8,8.8.8.8,google.com,64337,REFUSED,1,398,4.473987232482376,16,398,53,53,A,Anomalous,4,Error,0,US,2.8572844400396433
8.8.8.8,8.8.8.8,google.com,0,No Error,100,81,-0.026064787346727736,10,81,53,53,AAAA,Normal,1,No Error,0,US,2.8572844400396433
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,118,126,0.13368763512310264,8,126,53,53,MX,Normal,1,Error,0,US,2.8558692421991085
1.1.1.1,1.1.1.1,rare.tld,0,NXDOMAIN,55,126,-0.025416837529136288,8,126,53,53,AAAA,Normal,1,Error,0,Global,2.8563645368994552
1.1.1.1,1.1.1.1,subdomain.google.com,0,NXDOMAIN,50,113,-0.01304039100562554,20,113,53,53,MX,Normal,1,Error,0,Global,2.856859831599802
8.8.8.8,8.8.8.8,google.com,57791,REFUSED,50000,388,3.42207102225452,114,388,53,53,AAAA,Anomalous,4,Error,0,US,2.8573551263001487
8.8.8.8,8.8.8.8,my.site.info,6633,REFUSED,1,203,3.16625448546196,72,203,53,53,TXT,Anomalous,2,Error,0,US,2.8573551263001487
8.8.8.8,8.8.8.8,openai.com,6865,NXDOMAIN,50000,18,3.905735454795315,126,18,53,53,MX,Anomalous,3,Error,0,US,2.8573551263001487
8.8.8.8,8.8.8.8,openai.com,36587,REFUSED,1,380,3.868191677360651,151,380,53,53,MX,Anomalous,5,Error,0,US,2.8578504210004954
1.1.1.1,1.1.1.1,nonexistent.example,50965,NXDOMAIN,50000,4,3.374416629498819,96,4,53,53,TXT,Anomalous,4,Error,0,Global,2.8578504210004954
1.1.1.1,1.1.1.1,example.com,0,No Error,51,73,0.12847074065124295,11,73,53,53,MX,Normal,1,No Error,0,Global,2.858345715700842
8.8.8.8,8.8.8.8,google.com,0,No Error,114,76,-0.004478285932208878,10,76,53,53,AAAA,Normal,1,No Error,0,US,2.856930693069307
8.8.4.4,8.8.4.4,example.com,35349,REFUSED,50000,182,2.0076093218692552,197,182,53,53,A,Anomalous,4,Error,0,US,2.8555170707570507
8.8.4.4,8.8.4.4,openai.com,11001,SERVFAIL,50000,91,4.8036915727178595,245,91,53,53,A,Anomalous,2,Error,0,US,2.8555170707570507
1.1.1.1,1.1.1.1,my.site.info,0,NXDOMAIN,54,117,0.07200589166377105,12,117,53,53,AAAA,Normal,1,Error,0,Global,2.8560118753092527
8.8.8.8,8.8.8.8,openai.com,0,No Error,100,78,-0.017284076319520808,10,78,53,53,TXT,Normal,1,No Error,0,US,2.8565066798614547
1.1.1.1,1.1.1.1,test.example.org,0,NXDOMAIN,56,113,0.00810364463563653,16,113,53,53,TXT,Normal,1,Error,0,Global,2.855093966369931
8.8.4.4,8.8.4.4,openai.com,0,No Error,113,80,0.07239906990605509,10,80,53,53,MX,Normal,1,No Error,0,US,2.8555885262116716
1.1.1.1,1.1.1.1,openai.com,0,No Error,56,91,-0.0073691871092488315,10,91,53,53,MX,Normal,1,No Error,0,Global,2.8541769649036084
8.8.8.8,8.8.8.8,rare.tld,19562,REFUSED,50000,220,4.727352680384316,212,220,53,53,AAAA,Anomalous,5,Error,0,US,2.852766798418972
8.8.4.4,8.8.4.4,nonexistent.example,9521,NXDOMAIN,50000,12,3.9568095731969235,207,12,53,53,A,Anomalous,4,Error,0,US,2.852766798418972
1.1.1.1,1.1.1.1,test.example.org,41965,SERVFAIL,50000,339,3.9232704786082038,133,339,53,53,TXT,Anomalous,5,Error,0,Global,2.8532608695652173
8.8.4.4,8.8.4.4,test.example.org,13431,SERVFAIL,50000,98,2.5214338662009337,158,98,53,53,AAAA,Anomalous,3,Error,0,US,2.8537549407114624
8.8.8.8,8.8.8.8,openai.com,0,No Error,101,87,-0.0065588368426618415,10,87,53,53,A,Normal,1,No Error,0,US,2.8542490118577075
1.1.1.1,1.1.1.1,openai.com,4008,NXDOMAIN,50000,373,3.7606968032723502,253,373,53,53,TXT,Anomalous,3,Error,0,Global,2.8528395061728395
8.8.8.8,8.8.8.8,rare.tld,0,NXDOMAIN,120,139,0.14034591964668025,8,139,53,53,A,Normal,1,Error,0,US,2.8533333333333335
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,114,143,0.00484635435348503,19,143,53,53,MX,Normal,1,Error,0,US,2.853827160493827
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,108,108,0.16751332045650166,16,108,53,53,MX,Normal,1,Error,0,US,2.854320987654321
8.8.8.8,8.8.8.8,my.site.info,0,NXDOMAIN,117,102,0.07899459562357672,12,102,53,53,AAAA,Normal,1,Error,0,US,2.854814814814815
8.8.4.4,8.8.4.4,nonexistent.example,8244,SERVFAIL,50000,443,4.85947393524147,100,443,53,53,MX,Anomalous,3,Error,0,US,2.8553086419753084
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,108,125,0.04198811582864988,16,125,53,53,AAAA,Normal,1,Error,0,US,2.8558024691358024
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,111,123,0.05111313415551437,16,123,53,53,MX,Normal,1,Error,0,US,2.8562962962962963
8.8.4.4,8.8.4.4,example.com,0,No Error,118,78,-0.02093259713723701,11,78,53,53,A,Normal,1,No Error,0,US,2.8567901234567903
8.8.8.8,8.8.8.8,test.example.org,0,NXDOMAIN,101,105,0.03337076415768027,16,105,53,53,AAAA,Normal,1,Error,0,US,2.85538005923001
8.8.4.4,8.8.4.4,example.com,0,No Error,119,74,0.15485358830467255,11,74,53,53,A,Normal,1,No Error,0,US,2.8558736426456073
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,119,123,0.013356423281703188,16,123,53,53,A,Normal,1,Error,0,US,2.8544647261963494
8.8.8.8,8.8.8.8,example.com,0,No Error,102,67,0.0961201238884499,11,67,53,53,A,Normal,1,No Error,0,US,2.854958066107548
8.8.4.4,8.8.4.4,rare.tld,0,NXDOMAIN,111,128,-0.013871757228537729,8,128,53,53,AAAA,Normal,1,Error,0,US,2.853550295857988
8.8.8.8,8.8.8.8,google.com,0,No Error,105,76,0.10984862067325485,10,76,53,53,MX,Normal,1,No Error,0,US,2.854043392504931
8.8.8.8,8.8.8.8,google.com,41828,SERVFAIL,1,205,3.789509582525661,79,205,53,53,MX,Anomalous,4,Error,0,US,2.8526367668802366
8.8.8.8,8.8.8.8,my.site.info,46149,NXDOMAIN,50000,324,4.998361571721511,227,324,53,53,AAAA,Anomalous,4,Error,0,US,2.8531296205027106
8.8.4.4,8.8.4.4,openai.com,0,No Error,114,78,0.1193790438780171,10,78,53,53,A,Normal,1,No Error,0,US,2.853622474125185
8.8.8.8,8.8.8.8,openai.com,0,No Error,107,78,0.11526899623741188,10,78,53,53,MX,Normal,1,No Error,0,US,2.852216748768473
8.8.8.8,8.8.8.8,rare.tld,23054,NXDOMAIN,1,103,3.1128121835270894,251,103,53,53,MX,Anomalous,5,Error,0,US,2.8508124076809453
1.1.1.1,1.1.1.1,openai.com,0,No Error,52,93,-0.03593456185541827,10,93,53,53,AAAA,Normal,1,No Error,0,Global,2.8513047759724275
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,111,117,0.10967927771801261,16,117,53,53,A,Normal,1,Error,0,US,2.8499015748031495
8.8.8.8,8.8.8.8,google.com,0,No Error,103,77,0.011182352379297718,10,77,53,53,TXT,Normal,1,No Error,0,US,2.8503937007874014
8.8.4.4,8.8.4.4,nonexistent.example,0,NXDOMAIN,113,147,0.014009529355365008,19,147,53,53,A,Normal,1,Error,0,US,2.8489916379734384
8.8.4.4,8.8.4.4,openai.com,18806,SERVFAIL,50000,180,3.6593723138207084,202,180,53,53,MX,Anomalous,4,Error,0,US,2.849483521888834
8.8.4.4,8.8.4.4,openai.com,28706,REFUSED,50000,327,3.976673780346495,186,327,53,53,MX,Anomalous,5,Error,0,US,2.8499754058042304
1.1.1.1,1.1.1.1,example.com,0,No Error,57,83,0.10428235522789944,11,83,53,53,AAAA,Normal,1,No Error,0,Global,2.8499754058042304
1.1.1.1,1.1.1.1,example.com,63095,SERVFAIL,50000,366,4.752461478020513,172,366,53,53,TXT,Anomalous,5,Error,0,Global,2.848574237954769
8.8.4.4,8.8.4.4,test.example.org,0,NXDOMAIN,117,111,0.044393636213544266,16,111,53,53,A,Normal,1,Error,0,US,2.8490658800393316
